Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3703080,788947000000.0,Very Slow,0.13048667276556222,0.13048667275616951,0.8391023192112432,0.8394158688918252,0.8391022728814023,0.8391022630256671,0.41085911685190746,1.0,0.4051406167910275,0.8734885332658343,0.1590354168909075,0.31152826148950064,0.9152493428559865,0.735825096563465,0.20568141987557204,2008.0,1.0,1.0,Low,Medium,True
3723955,1202460000000.0,Slow,0.40133603273483104,0.40133603291953984,0.5305171232136756,0.5359876451108556,0.766123278546269,0.7661233092339015,0.41085911685190746,1.0,0.2518935025371926,0.37986607626844987,0.5345016395574188,0.1797606065292366,0.8941634458283261,0.4827195795757861,0.35489825792628377,1995.0,1.0,1.0,Low,Low,False
2446862,789552000000.0,Slow,0.16378092301339942,0.16378092309579226,0.10161598406497342,0.1011176832731541,0.10161598044182658,0.10161597802306797,0.328927605887654,1.0,0.43167530869667897,0.7209535732631389,0.6900490465640557,0.30144452913223785,0.9319883282860815,0.5252574253045564,0.29185326944002105,1995.0,7.0,8.0,Medium,Low,True
3092506,790157000000.0,Very Slow,0.24466818019869557,0.24466818023656897,0.5305171232136756,0.5359876451108556,0.5331069411271361,0.5706241658071556,0.40943226194052273,1.0,0.3111853387765939,0.1588516202140909,0.5345016395574188,0.18767890828158118,0.9066402337131194,0.19098357527716658,0.26994486655048444,1995.0,7.0,15.0,Low,Medium,False
3514799,790157000000.0,Very Slow,0.21457571222681207,0.2846777352439551,0.8157879029192086,0.8160757474975221,0.8157878694233998,0.5327834038140605,0.4185941724241514,1.0,0.3122421662304444,0.23513875382028293,0.43961876079271944,0.20377380896707947,0.8964278326914723,0.5252574253045564,0.29185326944002105,2008.0,7.0,15.0,Low,Low,True
3671135,1202460000000.0,Slow,0.23642788627125258,0.23642788633155998,0.7856754364599903,0.5359876451108556,0.5331069411271361,0.7856754366805143,0.35401021327726045,1.0,0.3623885330450963,0.49727159290940887,0.5345016395574188,0.3279861239179509,0.9152493428559865,0.9842167582048228,0.29185326944002105,1995.0,1.0,15.0,Low,Low,False
2495323,1202460000000.0,Very Slow,0.2364278327828,0.2846777352439551,0.7856722585928471,0.7859269604270517,0.5331069411271361,0.7856722504997472,0.35401021327726045,1.0,0.3623885238267735,0.4972715979107433,0.5504073576481131,0.20377380896707947,0.919081927436423,0.9842168357231689,0.2389146870083108,1995.0,1.0,15.0,Low,Low,False
2153315,790762000000.0,Fast,0.5437321778109525,0.5437321779856612,0.258154247495499,0.25782826677966364,0.2581542460782389,0.5327834038140605,0.3835986782817663,1.0,0.3111853387765939,0.31275301081877777,0.8010522327682431,0.2566558997839864,0.9152493428559865,0.5189387634833978,0.29185326944002105,1995.0,1.0,22.0,Low,Low,False
2162463,790762000000.0,Slow,0.38462653938544356,0.2846777352439551,0.7166311557690473,0.5359876451108556,0.7166311443838067,0.5327834038140605,0.45343947131270657,1.0,0.27123912353196217,0.2228627709934715,0.9817473443147722,0.15929735182148314,0.9152493428559865,0.5252574253045564,0.29185326944002105,1995.0,1.0,22.0,Low,Low,False
2306383,790762000000.0,Slow,0.2836253741316409,0.2836253742323456,0.30343401344086113,0.30315786948566237,0.3034340059293299,0.30343401757898664,0.41085911685190746,1.0,0.13325850807015538,0.4831658718943497,0.5345016395574188,0.20377380896707947,0.9064581391727415,0.5252574253045564,0.56370970190096,1995.0,1.0,22.0,Low,Low,True
3444370,1202460000000.0,Slow,0.49857197355789934,0.49857197371688966,0.4019603942217834,0.4017926911772493,0.40196037840077203,0.4019603715520718,0.700811054370682,1.0,0.101379170336163,0.3253903814555305,0.6137275964489108,0.10298844251932421,0.917566254755684,0.015430360006725067,0.6459902508175976,1995.0,1.0,22.0,Low,Medium,False
3448992,790762000000.0,Slow,0.3823877965693483,0.3823877966364799,0.8621819935816007,0.8625208677939716,0.8621819361571988,0.5327834038140605,0.41085911685190746,1.0,0.32001350994378724,0.4499299834698837,0.5345016395574188,0.20377380896707947,0.9152493428559865,0.1297022741897936,0.29185326944002105,1995.0,1.0,22.0,Low,Medium,False
