Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3703080,788947200000.0,Very Slow,0.13048667280223966,0.1304866728022395,0.8391023198185229,0.8394158692658222,0.8391022728814049,0.8391022630256758,0.41085911685190746,1.0,0.4051406167212483,0.8734885333637438,0.1590354168658554,0.31152826147908275,0.9152493045607457,0.7358250966049211,0.20568142005009477,2008.0,1.0,1.0,Low,Medium,True
3723955,1202457600000.0,Slow,0.4013360328887368,0.40133603288873726,0.5305171236505529,0.535987645335899,0.7661232785462729,0.7661233092339141,0.41085911685190746,1.0,0.2518935029059241,0.3798660761745714,0.5345016395312703,0.17976060654933881,0.894163480647137,0.48271957957498735,0.3548982577908046,1995.0,1.0,1.0,Low,Low,False
2446862,789552000000.0,Slow,0.16378092307686304,0.16378092307686284,0.10161598378674915,0.10111768328194269,0.10161598044184161,0.10161597802311634,0.328927605887654,1.0,0.43167530900539614,0.7209535734382327,0.6900490465426262,0.3014445292089468,0.931988260493597,0.525257425211309,0.29185326974721365,1995.0,7.0,8.0,Medium,Low,True
3092506,790156800000.0,Very Slow,0.24466818028287055,0.24466818028287082,0.5305171236505529,0.535987645335899,0.5331069411271439,0.5706241658071787,0.40943226194052273,1.0,0.3111853389277213,0.15885162023555102,0.5345016395312703,0.1876789084057112,0.9066402688060862,0.19098357528239923,0.26994486695910264,1995.0,7.0,15.0,Low,Medium,False
3514799,790156800000.0,Very Slow,0.2145757123191619,0.2846777352792116,0.8157879030982593,0.8160757474509078,0.8157878694234028,0.5327834038140856,0.4185941724241514,1.0,0.3122421661530193,0.2351387538490953,0.4396187606770928,0.20377380905254397,0.8964278346666106,0.525257425211309,0.29185326974721365,2008.0,7.0,15.0,Low,Low,True
3671135,1202457600000.0,Slow,0.2364278863485383,0.23642788634853826,0.7856754380037079,0.535987645335899,0.5331069411271439,0.7856754366805259,0.35401021327726045,1.0,0.36238853312613245,0.4972715928798548,0.5345016395312703,0.32798612404061633,0.9152493045607457,0.9842167583852102,0.29185326974721365,1995.0,1.0,15.0,Low,Low,False
2495323,1202457600000.0,Very Slow,0.23642783283388705,0.2846777352792116,0.7856722593360906,0.7859269604635893,0.5331069411271439,0.7856722504997588,0.35401021327726045,1.0,0.3623885239042893,0.497271597852813,0.5504073574713026,0.20377380905254397,0.9190818646021626,0.9842168356744627,0.2389146868776385,1995.0,1.0,15.0,Low,Low,False
2153315,790761600000.0,Fast,0.543732177988702,0.5437321779887022,0.2581542478054662,0.25782826686116694,0.25815424607825127,0.5327834038140856,0.3835986782817663,1.0,0.3111853389277213,0.31275301087658064,0.8010522327450509,0.2566558997675509,0.9152493045607457,0.5189387634529357,0.29185326974721365,1995.0,1.0,22.0,Low,Low,False
2162463,790761600000.0,Slow,0.3846265395242815,0.2846777352792116,0.7166311558290401,0.535987645335899,0.7166311443838114,0.5327834038140856,0.45343947131270657,1.0,0.2712391238042659,0.22286277101312937,0.9817473442443387,0.1592973518665545,0.9152493045607457,0.525257425211309,0.29185326974721365,1995.0,1.0,22.0,Low,Low,False
2306383,790761600000.0,Slow,0.28362537421280365,0.2836253742128032,0.30343401320484326,0.3031578695717272,0.3034340059293415,0.3034340175790241,0.41085911685190746,1.0,0.1332585081626279,0.4831658719176971,0.5345016395312703,0.20377380905254397,0.9064581566410084,0.525257425211309,0.5637097016921034,1995.0,1.0,22.0,Low,Low,True
